Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/06/2020,02/01/2020,05/02/2020,Idaho,Male,45-54 years,0,121,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Male,55-64 years,,250,15,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Male,65-74 years,,450,24,0,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Male,75-84 years,14,534,34,,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Male,85 years and over,,476,26,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Male Total,"Male, all ages",31,"2,000",103,,12,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Female,Under 1 year,0,13,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Idaho,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Female,5-14 years,0,0,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Idaho,Female,15-24 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Female,25-34 years,0,25,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Idaho,Female,35-44 years,0,31,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Female,45-54 years,0,69,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Female,55-64 years,0,175,15,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Female,65-74 years,,313,25,,,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Female,75-84 years,,468,23,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Female,85 years and over,14,683,37,,,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Female Total,"Female, all ages",23,"1,784",105,,12,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Idaho,Unknown,All ages,0,0,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Idaho Total,All sexes,All Ages,54,"3,784",208,16,24,270,
05/06/2020,02/01/2020,05/02/2020,Illinois,Male,Under 1 year,0,90,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Illinois,Male,1-4 years,0,16,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Illinois,Male,5-14 years,0,26,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Illinois,Male,15-24 years,,216,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Illinois,Male,25-34 years,13,403,14,,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Illinois,Male,35-44 years,25,543,27,12,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Illinois,Male,45-54 years,62,970,88,37,,116,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Illinois,Male,55-64 years,121,"2,470",193,71,15,258,
05/06/2020,02/01/2020,05/02/2020,Illinois,Male,65-74 years,244,"3,516",334,132,14,460,
05/06/2020,02/01/2020,05/02/2020,Illinois,Male,75-84 years,250,"3,833",442,145,18,565,
05/06/2020,02/01/2020,05/02/2020,Illinois,Male,85 years and over,195,"3,956",448,107,14,549,
05/06/2020,02/01/2020,05/02/2020,Illinois,Male Total,"Male, all ages",912,"16,039","1,549",508,69,"2,021",
05/06/2020,02/01/2020,05/02/2020,Illinois,Female,Under 1 year,0,68,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Illinois,Female,1-4 years,0,10,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Illinois,Female,5-14 years,0,19,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Illinois,Female,15-24 years,,77,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Illinois,Female,25-34 years,,180,,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Illinois,Female,35-44 years,,287,20,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Illinois,Female,45-54 years,28,584,47,16,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Illinois,Female,55-64 years,63,"1,539",138,36,15,180,
05/06/2020,02/01/2020,05/02/2020,Illinois,Female,65-74 years,116,"2,563",257,67,15,320,
05/06/2020,02/01/2020,05/02/2020,Illinois,Female,75-84 years,170,"3,732",370,87,27,479,
05/06/2020,02/01/2020,05/02/2020,Illinois,Female,85 years and over,282,"6,402",596,146,36,768,
05/06/2020,02/01/2020,05/02/2020,Illinois,Female Total,"Female, all ages",673,"15,461","1,438",359,103,"1,853",
05/06/2020,02/01/2020,05/02/2020,Illinois,Unknown,All ages,0,0,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Illinois Total,All sexes,All Ages,"1,585","31,500","2,987",867,172,"3,874",
05/06/2020,02/01/2020,05/02/2020,Indiana,Male,Under 1 year,0,47,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Male,5-14 years,0,15,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Indiana,Male,15-24 years,0,94,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Male,25-34 years,,202,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Male,35-44 years,,270,19,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Male,45-54 years,,520,34,,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Male,55-64 years,50,"1,425",120,23,10,157,
05/06/2020,02/01/2020,05/02/2020,Indiana,Male,65-74 years,93,"2,047",218,55,13,269,
05/06/2020,02/01/2020,05/02/2020,Indiana,Male,75-84 years,105,"2,298",261,57,15,323,
05/06/2020,02/01/2020,05/02/2020,Indiana,Male,85 years and over,80,"1,980",220,47,11,264,
05/06/2020,02/01/2020,05/02/2020,Indiana,Male Total,"Male, all ages",336,"8,904",880,186,58,"1,087",
05/06/2020,02/01/2020,05/02/2020,Indiana,Female,Under 1 year,0,45,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Indiana,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Female,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Female,15-24 years,0,35,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Female,25-34 years,0,93,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Female,35-44 years,,139,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Female,45-54 years,,361,34,,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Female,55-64 years,22,948,85,14,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Indiana,Female,65-74 years,46,"1,585",157,27,12,188,
05/06/2020,02/01/2020,05/02/2020,Indiana,Female,75-84 years,78,"2,239",218,39,12,269,
05/06/2020,02/01/2020,05/02/2020,Indiana,Female,85 years and over,94,"3,491",279,43,23,352,
05/06/2020,02/01/2020,05/02/2020,Indiana,Female Total,"Female, all ages",249,"8,947",785,127,64,970,
05/06/2020,02/01/2020,05/02/2020,Indiana,Unknown,All ages,0,0,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Indiana Total,All sexes,All Ages,585,"17,851","1,665",313,122,"2,057",
05/06/2020,02/01/2020,05/02/2020,Iowa,Male,Under 1 year,0,16,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Male,1-4 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Male,15-24 years,0,46,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Male,25-34 years,0,67,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Male,35-44 years,,86,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Male,45-54 years,,213,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Male,55-64 years,,547,38,,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Male,65-74 years,12,866,64,,,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Male,75-84 years,16,"1,054",81,,,102,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Male,85 years and over,18,"1,136",95,,,117,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Male Total,"Male, all ages",60,"4,045",292,12,31,371,
05/06/2020,02/01/2020,05/02/2020,Iowa,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Female,15-24 years,0,12,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Iowa,Female,25-34 years,0,28,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Female,35-44 years,0,43,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Iowa,Female,45-54 years,,114,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Female,55-64 years,10,358,25,,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Female,65-74 years,10,611,45,,12,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Female,75-84 years,11,892,65,,11,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Female,85 years and over,26,"1,812",132,,21,174,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa,Female Total,"Female, all ages",60,"3,881",274,14,50,370,
05/06/2020,02/01/2020,05/02/2020,Iowa,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Iowa Total,All sexes,All Ages,120,"7,927",566,26,81,741,
05/06/2020,02/01/2020,05/02/2020,Kansas,Male,Under 1 year,0,30,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Kansas,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Male,15-24 years,0,51,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Male,25-34 years,,86,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Male,35-44 years,0,112,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Male,45-54 years,,207,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Male,55-64 years,,507,28,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Male,65-74 years,13,780,57,,,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Male,75-84 years,14,843,66,10,13,83,
05/06/2020,02/01/2020,05/02/2020,Kansas,Male,85 years and over,15,972,90,,,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Male Total,"Male, all ages",50,"3,597",255,26,41,320,
05/06/2020,02/01/2020,05/02/2020,Kansas,Female,Under 1 year,0,18,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Kansas,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Female,15-24 years,0,22,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Female,25-34 years,,29,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Female,35-44 years,,72,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Female,45-54 years,,130,,,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Female,55-64 years,,365,17,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Female,65-74 years,,574,45,,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Female,75-84 years,,795,53,,15,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kansas,Female,85 years and over,26,"1,412",111,13,12,136,
05/06/2020,02/01/2020,05/02/2020,Kansas,Female Total,"Female, all ages",52,"3,420",237,20,44,313,
05/06/2020,02/01/2020,05/02/2020,Kansas,Unknown,All ages,0,0,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Kansas Total,All sexes,All Ages,102,"7,017",492,46,85,633,
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male,Under 1 year,0,19,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male,15-24 years,0,66,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male,25-34 years,0,126,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male,35-44 years,,221,13,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male,45-54 years,,414,29,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male,55-64 years,10,"1,049",79,,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male,65-74 years,22,"1,411",135,11,11,157,
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male,75-84 years,16,"1,425",168,12,,181,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male,85 years and over,,"1,067",105,,,116,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Male Total,"Male, all ages",59,"5,809",534,34,44,603,
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female,Under 1 year,0,18,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female,15-24 years,0,24,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female,25-34 years,0,62,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female,35-44 years,0,111,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female,45-54 years,,313,21,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female,55-64 years,,695,54,,10,64,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female,65-74 years,11,"1,084",90,,11,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female,75-84 years,22,"1,463",139,14,,152,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female,85 years and over,26,"1,796",165,14,11,188,
05/06/2020,02/01/2020,05/02/2020,Kentucky,Female Total,"Female, all ages",63,"5,573",481,37,44,551,
05/06/2020,02/01/2020,05/02/2020,Kentucky,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Kentucky Total,All sexes,All Ages,122,"11,383","1,015",71,88,"1,154",
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male,Under 1 year,0,38,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male,1-4 years,0,10,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male,5-14 years,0,12,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male,15-24 years,,77,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male,25-34 years,,157,,,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male,35-44 years,17,227,19,11,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male,45-54 years,36,415,19,15,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male,55-64 years,87,"1,037",76,34,,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male,65-74 years,145,"1,503",132,58,,226,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male,75-84 years,178,"1,522",143,76,,251,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male,85 years and over,117,"1,211",124,54,,191,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Male Total,"Male, all ages",586,"6,209",522,252,28,882,
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female,Under 1 year,0,29,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female,15-24 years,,34,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female,25-34 years,,76,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female,35-44 years,14,144,12,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female,45-54 years,19,289,16,,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female,55-64 years,73,738,66,37,,104,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female,65-74 years,82,"1,162",90,34,,145,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female,75-84 years,142,"1,520",130,58,,222,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female,85 years and over,122,"1,992",145,56,,219,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Louisiana,Female Total,"Female, all ages",456,"6,000",467,199,38,760,
05/06/2020,02/01/2020,05/02/2020,Louisiana,Unknown,All ages,0,0,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Louisiana Total,All sexes,All Ages,"1,042","12,209",989,451,66,"1,642",
05/06/2020,02/01/2020,05/02/2020,Maine,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Maine,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Maine,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Maine,Male,15-24 years,0,19,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Maine,Male,25-34 years,0,48,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Maine,Male,35-44 years,0,68,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Maine,Male,45-54 years,0,120,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Maine,Male,55-64 years,,308,12,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Maine,Male,65-74 years,,457,40,,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Maine,Male,75-84 years,,507,49,,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Maine,Male,85 years and over,,571,68,,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
